domain,sub,framing,condition,intervention,category,sample_id,scalar,extraction_status,thinking_length
creative,,casual,vibe_old_crush,expert_persona,vibe,10,5.0,clean,1678
creative,,casual,vibe_old_crush,expert_persona,vibe,8,4.0,clean,1721
creative,,casual,vibe_old_crush,expert_persona,vibe,11,5.0,clean,1705
creative,,casual,vibe_old_crush,expert_persona,vibe,12,5.0,clean,1806
creative,,casual,vibe_old_crush,expert_persona,vibe,14,5.0,clean,1960
creative,,casual,vibe_old_crush,expert_persona,vibe,16,5.0,clean,1728
creative,,casual,vibe_old_crush,expert_persona,vibe,15,5.0,clean,1534
creative,,casual,vibe_old_crush,expert_persona,vibe,13,5.0,clean,2079
creative,,casual,vibe_old_crush,expert_persona,vibe,17,5.0,clean,1547
creative,,casual,vibe_old_crush,expert_persona,vibe,18,5.0,clean,2298
creative,,casual,vibe_old_crush,expert_persona,vibe,19,5.0,clean,2134
creative,,casual,vibe_old_crush,fairness,vibe,0,6.0,clean,1420
creative,,casual,vibe_old_crush,fairness,vibe,3,6.0,clean,1417
creative,,casual,vibe_old_crush,fairness,vibe,1,6.0,clean,1464
creative,,casual,vibe_old_crush,fairness,vibe,2,6.0,clean,1375
creative,,casual,vibe_old_crush,fairness,vibe,4,6.0,clean,1616
creative,,casual,vibe_old_crush,fairness,vibe,5,5.0,clean,1633
creative,,casual,vibe_old_crush,fairness,vibe,6,7.0,clean,1510
creative,,casual,vibe_old_crush,fairness,vibe,8,7.0,clean,1362
creative,,casual,vibe_old_crush,fairness,vibe,9,6.5,clean,1404
creative,,casual,vibe_old_crush,fairness,vibe,7,6.5,clean,1996
creative,,casual,vibe_old_crush,fairness,vibe,10,6.0,clean,1902
creative,,casual,vibe_old_crush,fairness,vibe,11,6.5,clean,1336
creative,,casual,vibe_old_crush,fairness,vibe,13,6.0,clean,1230
creative,,casual,vibe_old_crush,fairness,vibe,14,7.0,clean,1268
creative,,casual,vibe_old_crush,fairness,vibe,12,6.0,clean,1607
creative,,casual,vibe_old_crush,fairness,vibe,15,6.0,clean,1635
creative,,casual,vibe_old_crush,fairness,vibe,17,5.0,clean,1517
creative,,casual,vibe_old_crush,fairness,vibe,19,5.0,clean,1288
creative,,casual,vibe_old_crush,fairness,vibe,16,6.0,clean,1887
creative,,casual,vibe_old_crush,fairness,vibe,18,6.5,clean,1540
creative,,casual,vibe_old_crush,rubric_focus,vibe,0,6.0,clean,1937
creative,,casual,vibe_old_crush,rubric_focus,vibe,1,6.0,clean,2099
creative,,casual,vibe_old_crush,rubric_focus,vibe,2,5.0,clean,2378
creative,,casual,vibe_old_crush,rubric_focus,vibe,5,6.0,clean,1762
creative,,casual,vibe_old_crush,rubric_focus,vibe,4,6.5,clean,2068
creative,,casual,vibe_old_crush,rubric_focus,vibe,3,5.0,clean,2169
creative,,casual,vibe_old_crush,rubric_focus,vibe,7,6.5,clean,2149
creative,,casual,vibe_old_crush,rubric_focus,vibe,8,5.0,clean,1890
creative,,casual,vibe_old_crush,rubric_focus,vibe,6,6.0,clean,2246
creative,,casual,vibe_old_crush,rubric_focus,vibe,9,5.5,clean,1849
creative,,casual,vibe_old_crush,rubric_focus,vibe,11,6.0,clean,2065
creative,,casual,vibe_old_crush,rubric_focus,vibe,10,6.0,clean,2208
creative,,casual,vibe_old_crush,rubric_focus,vibe,13,6.0,clean,1968
creative,,casual,vibe_old_crush,rubric_focus,vibe,14,7.0,clean,1919
creative,,casual,vibe_old_crush,rubric_focus,vibe,15,6.0,clean,2261
creative,,casual,vibe_old_crush,rubric_focus,vibe,12,5.0,clean,2392
creative,,casual,vibe_old_crush,rubric_focus,vibe,16,6.0,clean,1880
creative,,casual,vibe_old_crush,rubric_focus,vibe,17,5.0,clean,2044
creative,,casual,vibe_old_crush,rubric_focus,vibe,19,5.0,clean,1992
creative,,casual,vibe_old_crush,rubric_focus,vibe,18,5.0,clean,1878
creative,,casual,vibe_old_crush,structured_output,vibe,0,5.0,clean,2142
creative,,casual,vibe_old_crush,structured_output,vibe,2,6.0,clean,2040
creative,,casual,vibe_old_crush,structured_output,vibe,4,6.0,clean,2173
creative,,casual,vibe_old_crush,structured_output,vibe,1,7.0,clean,2297
creative,,casual,vibe_old_crush,structured_output,vibe,3,5.0,clean,2431
creative,,casual,vibe_old_crush,structured_output,vibe,6,5.0,clean,2107
creative,,casual,vibe_old_crush,structured_output,vibe,7,6.0,clean,1738
creative,,casual,vibe_old_crush,structured_output,vibe,5,6.0,clean,2491
creative,,casual,vibe_old_crush,structured_output,vibe,8,5.0,clean,2090
creative,,casual,vibe_old_crush,structured_output,vibe,12,5.0,clean,2182
creative,,casual,vibe_old_crush,structured_output,vibe,9,6.0,clean,2250
creative,,casual,vibe_old_crush,structured_output,vibe,10,6.0,clean,1962
creative,,casual,vibe_old_crush,structured_output,vibe,13,5.0,clean,1825
creative,,casual,vibe_old_crush,structured_output,vibe,11,6.0,clean,2631
creative,,casual,vibe_old_crush,structured_output,vibe,16,6.0,clean,1995
creative,,casual,vibe_old_crush,structured_output,vibe,14,5.0,clean,2285
creative,,casual,vibe_old_crush,structured_output,vibe,15,6.5,clean,2381
creative,,casual,vibe_old_crush,structured_output,vibe,19,5.0,clean,1707
creative,,casual,vibe_old_crush,structured_output,vibe,18,6.0,clean,2239
creative,,casual,vibe_old_crush,structured_output,vibe,17,6.0,clean,2130
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,0,5.0,clean,1777
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,2,5.0,clean,2107
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,3,5.0,clean,1783
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,6,5.0,clean,1723
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,7,5.0,clean,1639
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,5,6.0,clean,1760
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,1,5.0,clean,2372
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,8,5.0,clean,1774
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,4,7.0,clean,2222
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,9,5.0,clean,2132
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,12,5.0,clean,1841
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,13,4.0,clean,1733
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,10,5.0,clean,2245
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,14,5.0,clean,2007
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,16,4.0,clean,1694
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,17,5.0,clean,1613
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,11,5.0,clean,2404
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,15,5.0,clean,1836
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,19,6.5,clean,1938
creative,,casual,vibe_read_aloud_badly,expert_persona,vibe,18,5.0,clean,2107
creative,,casual,vibe_read_aloud_badly,fairness,vibe,0,7.0,clean,1409
creative,,casual,vibe_read_aloud_badly,fairness,vibe,1,6.0,clean,1546
creative,,casual,vibe_read_aloud_badly,fairness,vibe,3,7.0,clean,1390
creative,,casual,vibe_read_aloud_badly,fairness,vibe,2,6.0,clean,1572
creative,,casual,vibe_read_aloud_badly,fairness,vibe,4,7.0,clean,1687
creative,,casual,vibe_read_aloud_badly,fairness,vibe,5,6.5,clean,1899
creative,,casual,vibe_read_aloud_badly,fairness,vibe,6,6.5,clean,1858
creative,,casual,vibe_read_aloud_badly,fairness,vibe,8,6.0,clean,1715
creative,,casual,vibe_read_aloud_badly,fairness,vibe,9,7.0,clean,1543
creative,,casual,vibe_read_aloud_badly,fairness,vibe,7,7.0,clean,1804
creative,,casual,vibe_read_aloud_badly,fairness,vibe,10,6.5,clean,1765
creative,,casual,vibe_read_aloud_badly,fairness,vibe,11,6.5,clean,1893
creative,,casual,vibe_read_aloud_badly,fairness,vibe,12,6.0,clean,1372
creative,,casual,vibe_read_aloud_badly,fairness,vibe,13,7.0,clean,1484
creative,,casual,vibe_read_aloud_badly,fairness,vibe,14,7.0,clean,1651
creative,,casual,vibe_read_aloud_badly,fairness,vibe,15,7.0,clean,2024
creative,,casual,vibe_read_aloud_badly,fairness,vibe,19,6.5,clean,1219
creative,,casual,vibe_read_aloud_badly,fairness,vibe,16,6.5,clean,1541
creative,,casual,vibe_read_aloud_badly,fairness,vibe,17,6.5,clean,1630
creative,,casual,vibe_read_aloud_badly,fairness,vibe,18,6.0,clean,1678
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,0,5.0,clean,2121
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,1,5.0,clean,2139
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,2,6.0,clean,2085
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,3,5.0,clean,2186
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,5,6.0,clean,2153
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,6,5.0,clean,2220
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,4,5.0,clean,2444
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,8,7.0,clean,2007
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,9,6.0,clean,2149
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,7,6.5,clean,2295
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,11,5.0,clean,2224
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,10,6.0,clean,2153
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,12,5.0,clean,2297
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,13,6.0,clean,2322
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,14,6.0,clean,1890
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,15,5.0,clean,1903
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,17,5.0,clean,1722
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,18,5.0,clean,1826
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,16,6.0,clean,2423
creative,,casual,vibe_read_aloud_badly,rubric_focus,vibe,19,5.0,clean,2154
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,0,5.0,clean,2494
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,7,6.5,clean,2045
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,3,6.0,clean,2037
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,6,6.0,clean,2058
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,1,6.0,clean,2264
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,2,6.0,clean,2573
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,4,6.0,clean,2744
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,5,6.0,clean,2756
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,9,5.0,clean,2262
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,8,5.5,clean,2352
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,10,7.0,clean,3018
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,11,6.0,clean,2452
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,15,6.0,clean,2103
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,12,6.0,clean,2249
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,16,6.0,clean,2089
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,17,6.0,clean,2162
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,14,6.0,clean,2225
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,13,6.0,clean,2404
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,18,5.0,clean,2154
creative,,casual,vibe_read_aloud_badly,structured_output,vibe,19,6.0,clean,2317
creative,,casual,vibe_vegan,expert_persona,vibe,1,5.0,clean,1628
creative,,casual,vibe_vegan,expert_persona,vibe,2,5.0,clean,1423
creative,,casual,vibe_vegan,expert_persona,vibe,0,6.5,clean,1864
creative,,casual,vibe_vegan,expert_persona,vibe,3,6.0,clean,2183
creative,,casual,vibe_vegan,expert_persona,vibe,5,5.5,clean,1657
creative,,casual,vibe_vegan,expert_persona,vibe,4,6.0,clean,2188
creative,,casual,vibe_vegan,expert_persona,vibe,7,5.0,clean,1737
creative,,casual,vibe_vegan,expert_persona,vibe,6,5.0,clean,1865
creative,,casual,vibe_vegan,expert_persona,vibe,9,6.0,clean,1536
creative,,casual,vibe_vegan,expert_persona,vibe,10,5.0,clean,1814
creative,,casual,vibe_vegan,expert_persona,vibe,8,5.0,clean,1720
creative,,casual,vibe_vegan,expert_persona,vibe,13,6.0,clean,1646
creative,,casual,vibe_vegan,expert_persona,vibe,12,5.0,clean,1849
creative,,casual,vibe_vegan,expert_persona,vibe,11,5.0,clean,1837
creative,,casual,vibe_vegan,expert_persona,vibe,15,6.5,clean,1678
creative,,casual,vibe_vegan,expert_persona,vibe,16,6.0,clean,1819
creative,,casual,vibe_vegan,expert_persona,vibe,14,6.0,clean,2109
creative,,casual,vibe_vegan,expert_persona,vibe,19,6.5,clean,1477
creative,,casual,vibe_vegan,expert_persona,vibe,17,6.5,clean,2221
creative,,casual,vibe_vegan,expert_persona,vibe,18,6.0,clean,1896
creative,,casual,vibe_vegan,fairness,vibe,1,6.5,clean,1203
creative,,casual,vibe_vegan,fairness,vibe,0,7.0,clean,1349
creative,,casual,vibe_vegan,fairness,vibe,2,7.0,clean,1406
creative,,casual,vibe_vegan,fairness,vibe,3,7.0,clean,1518
creative,,casual,vibe_vegan,fairness,vibe,4,6.0,clean,1680
creative,,casual,vibe_vegan,fairness,vibe,6,7.0,clean,1210
creative,,casual,vibe_vegan,fairness,vibe,5,7.0,clean,1520
creative,,casual,vibe_vegan,fairness,vibe,7,6.0,clean,1583
creative,,casual,vibe_vegan,fairness,vibe,8,6.5,clean,1355
creative,,casual,vibe_vegan,fairness,vibe,9,6.5,clean,1265
creative,,casual,vibe_vegan,fairness,vibe,12,7.0,clean,1185
creative,,casual,vibe_vegan,fairness,vibe,10,7.0,clean,1351
creative,,casual,vibe_vegan,fairness,vibe,11,6.5,clean,1424
creative,,casual,vibe_vegan,fairness,vibe,13,7.0,clean,1206
creative,,casual,vibe_vegan,fairness,vibe,14,7.0,clean,1299
creative,,casual,vibe_vegan,fairness,vibe,15,7.0,clean,1448
creative,,casual,vibe_vegan,fairness,vibe,16,7.0,clean,1114
creative,,casual,vibe_vegan,fairness,vibe,17,7.0,clean,1324
creative,,casual,vibe_vegan,fairness,vibe,18,6.0,clean,1329
creative,,casual,vibe_vegan,fairness,vibe,19,7.0,clean,1454
creative,,casual,vibe_vegan,rubric_focus,vibe,0,7.0,clean,1974
creative,,casual,vibe_vegan,rubric_focus,vibe,1,7.0,clean,2091
creative,,casual,vibe_vegan,rubric_focus,vibe,3,7.0,clean,2169
creative,,casual,vibe_vegan,rubric_focus,vibe,2,7.0,clean,2105
creative,,casual,vibe_vegan,rubric_focus,vibe,4,7.0,clean,1849
creative,,casual,vibe_vegan,rubric_focus,vibe,6,6.5,clean,1720
creative,,casual,vibe_vegan,rubric_focus,vibe,5,7.0,clean,1986
creative,,casual,vibe_vegan,rubric_focus,vibe,7,6.0,clean,1980
creative,,casual,vibe_vegan,rubric_focus,vibe,8,7.0,clean,2140
creative,,casual,vibe_vegan,rubric_focus,vibe,9,7.0,clean,2149
creative,,casual,vibe_vegan,rubric_focus,vibe,10,6.5,clean,1794
creative,,casual,vibe_vegan,rubric_focus,vibe,11,6.0,clean,1955
creative,,casual,vibe_vegan,rubric_focus,vibe,12,6.0,clean,2156
creative,,casual,vibe_vegan,rubric_focus,vibe,13,7.0,clean,1872
creative,,casual,vibe_vegan,rubric_focus,vibe,14,5.0,clean,1718
creative,,casual,vibe_vegan,rubric_focus,vibe,16,6.0,clean,2055
creative,,casual,vibe_vegan,rubric_focus,vibe,15,6.0,clean,2254
creative,,casual,vibe_vegan,rubric_focus,vibe,18,6.5,clean,1964
creative,,casual,vibe_vegan,rubric_focus,vibe,17,7.0,clean,2176
creative,,casual,vibe_vegan,rubric_focus,vibe,19,6.0,clean,2282
creative,,casual,vibe_vegan,structured_output,vibe,2,6.0,clean,1633
creative,,casual,vibe_vegan,structured_output,vibe,1,6.5,clean,1853
creative,,casual,vibe_vegan,structured_output,vibe,0,5.0,clean,2353
creative,,casual,vibe_vegan,structured_output,vibe,6,5.0,clean,2103
creative,,casual,vibe_vegan,structured_output,vibe,7,6.5,clean,2215
creative,,casual,vibe_vegan,structured_output,vibe,8,6.0,clean,1816
creative,,casual,vibe_vegan,structured_output,vibe,4,6.5,clean,1996
creative,,casual,vibe_vegan,structured_output,vibe,3,6.0,clean,2489
creative,,casual,vibe_vegan,structured_output,vibe,9,5.0,clean,1745
creative,,casual,vibe_vegan,structured_output,vibe,5,5.0,clean,2432
creative,,casual,vibe_vegan,structured_output,vibe,12,5.0,clean,1590
creative,,casual,vibe_vegan,structured_output,vibe,10,5.0,clean,2222
creative,,casual,vibe_vegan,structured_output,vibe,11,5.0,clean,2310
creative,,casual,vibe_vegan,structured_output,vibe,14,6.0,clean,1745
creative,,casual,vibe_vegan,structured_output,vibe,13,5.0,clean,2307
creative,,casual,vibe_vegan,structured_output,vibe,15,6.0,clean,2315
creative,,casual,vibe_vegan,structured_output,vibe,18,5.0,clean,2054
creative,,casual,vibe_vegan,structured_output,vibe,17,4.0,clean,2371
creative,,casual,vibe_vegan,structured_output,vibe,19,6.0,clean,1992
creative,,casual,vibe_vegan,structured_output,vibe,16,5.0,clean,2342
creative,,casual,vibe_weird_email,expert_persona,vibe,0,5.0,clean,1554
creative,,casual,vibe_weird_email,expert_persona,vibe,3,5.5,clean,1643
creative,,casual,vibe_weird_email,expert_persona,vibe,2,4.0,clean,1922
creative,,casual,vibe_weird_email,expert_persona,vibe,1,5.0,clean,2175
creative,,casual,vibe_weird_email,expert_persona,vibe,4,4.0,clean,2270
creative,,casual,vibe_weird_email,expert_persona,vibe,5,6.0,clean,2156
creative,,casual,vibe_weird_email,expert_persona,vibe,6,5.0,clean,2041
creative,,casual,vibe_weird_email,expert_persona,vibe,9,5.0,clean,1971
creative,,casual,vibe_weird_email,expert_persona,vibe,8,4.0,clean,2164
creative,,casual,vibe_weird_email,expert_persona,vibe,7,6.0,clean,2179
creative,,casual,vibe_weird_email,expert_persona,vibe,10,5.0,clean,1861
creative,,casual,vibe_weird_email,expert_persona,vibe,11,5.0,clean,2204
creative,,casual,vibe_weird_email,expert_persona,vibe,12,5.0,clean,1638
creative,,casual,vibe_weird_email,expert_persona,vibe,13,4.5,clean,1706
creative,,casual,vibe_weird_email,expert_persona,vibe,14,5.0,clean,2115
creative,,casual,vibe_weird_email,expert_persona,vibe,15,4.0,clean,1980
creative,,casual,vibe_weird_email,expert_persona,vibe,16,5.0,clean,2069
creative,,casual,vibe_weird_email,expert_persona,vibe,17,6.0,clean,1670
creative,,casual,vibe_weird_email,expert_persona,vibe,18,6.0,clean,1844
creative,,casual,vibe_weird_email,expert_persona,vibe,19,4.0,clean,2094
creative,,casual,vibe_weird_email,fairness,vibe,0,6.5,clean,1243
creative,,casual,vibe_weird_email,fairness,vibe,5,6.5,clean,1148
creative,,casual,vibe_weird_email,fairness,vibe,2,7.0,clean,1361
creative,,casual,vibe_weird_email,fairness,vibe,1,6.5,clean,1575
creative,,casual,vibe_weird_email,fairness,vibe,3,7.0,clean,1484
creative,,casual,vibe_weird_email,fairness,vibe,4,6.5,clean,1911
creative,,casual,vibe_weird_email,fairness,vibe,6,7.0,clean,1300
creative,,casual,vibe_weird_email,fairness,vibe,7,7.0,clean,1466
creative,,casual,vibe_weird_email,fairness,vibe,9,7.0,clean,1438
creative,,casual,vibe_weird_email,fairness,vibe,11,7.0,clean,1392
creative,,casual,vibe_weird_email,fairness,vibe,8,7.0,clean,1748
creative,,casual,vibe_weird_email,fairness,vibe,10,6.5,clean,1489
creative,,casual,vibe_weird_email,fairness,vibe,12,7.0,clean,1657
creative,,casual,vibe_weird_email,fairness,vibe,13,7.0,clean,1351
creative,,casual,vibe_weird_email,fairness,vibe,16,7.0,clean,1317
creative,,casual,vibe_weird_email,fairness,vibe,15,6.5,clean,1482
creative,,casual,vibe_weird_email,fairness,vibe,14,6.5,clean,1834
creative,,casual,vibe_weird_email,fairness,vibe,18,7.0,clean,1684
creative,,casual,vibe_weird_email,fairness,vibe,17,6.5,clean,1829
creative,,casual,vibe_weird_email,fairness,vibe,19,7.0,clean,1846
creative,,casual,vibe_weird_email,rubric_focus,vibe,0,5.0,clean,1777
creative,,casual,vibe_weird_email,rubric_focus,vibe,1,6.5,clean,1988
creative,,casual,vibe_weird_email,rubric_focus,vibe,2,6.0,clean,2260
creative,,casual,vibe_weird_email,rubric_focus,vibe,3,7.0,clean,1950
creative,,casual,vibe_weird_email,rubric_focus,vibe,4,6.5,clean,1842
creative,,casual,vibe_weird_email,rubric_focus,vibe,7,6.5,clean,1917
creative,,casual,vibe_weird_email,rubric_focus,vibe,5,6.0,clean,2107
creative,,casual,vibe_weird_email,rubric_focus,vibe,8,6.0,clean,1619
creative,,casual,vibe_weird_email,rubric_focus,vibe,6,6.0,clean,2058
creative,,casual,vibe_weird_email,rubric_focus,vibe,11,6.5,clean,1718
creative,,casual,vibe_weird_email,rubric_focus,vibe,10,7.0,clean,1757
creative,,casual,vibe_weird_email,rubric_focus,vibe,13,6.5,clean,1637
creative,,casual,vibe_weird_email,rubric_focus,vibe,9,6.5,clean,2188
creative,,casual,vibe_weird_email,rubric_focus,vibe,12,6.5,clean,2045
creative,,casual,vibe_weird_email,rubric_focus,vibe,15,6.5,clean,1823
creative,,casual,vibe_weird_email,rubric_focus,vibe,14,7.0,clean,2121
creative,,casual,vibe_weird_email,rubric_focus,vibe,19,6.0,clean,1652
creative,,casual,vibe_weird_email,rubric_focus,vibe,16,6.5,clean,2127
creative,,casual,vibe_weird_email,rubric_focus,vibe,17,7.0,clean,2416
creative,,casual,vibe_weird_email,rubric_focus,vibe,18,6.5,clean,2108
creative,,casual,vibe_weird_email,structured_output,vibe,1,6.0,clean,2177
creative,,casual,vibe_weird_email,structured_output,vibe,0,5.0,clean,2714
creative,,casual,vibe_weird_email,structured_output,vibe,2,5.0,clean,2257
creative,,casual,vibe_weird_email,structured_output,vibe,7,6.0,clean,1833
creative,,casual,vibe_weird_email,structured_output,vibe,4,5.0,clean,1589
creative,,casual,vibe_weird_email,structured_output,vibe,3,5.0,clean,2578
creative,,casual,vibe_weird_email,structured_output,vibe,5,5.0,clean,2403
creative,,casual,vibe_weird_email,structured_output,vibe,10,5.0,clean,1731
creative,,casual,vibe_weird_email,structured_output,vibe,11,7.0,clean,2596
creative,,casual,vibe_weird_email,structured_output,vibe,6,6.0,clean,2747
creative,,casual,vibe_weird_email,structured_output,vibe,9,6.0,clean,2741
creative,,casual,vibe_weird_email,structured_output,vibe,14,6.0,clean,1928
creative,,casual,vibe_weird_email,structured_output,vibe,12,5.0,clean,2398
creative,,casual,vibe_weird_email,structured_output,vibe,13,5.0,clean,2451
creative,,casual,vibe_weird_email,structured_output,vibe,16,4.0,clean,1761
creative,,casual,vibe_weird_email,structured_output,vibe,17,6.0,clean,2271
creative,,casual,vibe_weird_email,structured_output,vibe,15,6.5,clean,2397
creative,,casual,vibe_weird_email,structured_output,vibe,18,6.5,clean,2024
creative,,casual,vibe_weird_email,structured_output,vibe,19,5.5,clean,2368
creative,,casual,vibe_weird_email,structured_output,vibe,8,5.0,clean,2036
creative,,editorial,author_ai,expert_persona,structured,2,3.0,clean,1794
creative,,editorial,author_ai,expert_persona,structured,4,3.0,clean,1739
creative,,editorial,author_ai,expert_persona,structured,0,3.0,clean,2207
creative,,editorial,author_ai,expert_persona,structured,5,3.0,clean,1780
creative,,editorial,author_ai,expert_persona,structured,3,3.0,clean,1916
creative,,editorial,author_ai,expert_persona,structured,1,2.0,clean,2499
creative,,editorial,author_ai,expert_persona,structured,9,2.0,clean,1861
creative,,editorial,author_ai,expert_persona,structured,7,2.0,clean,2431
creative,,editorial,author_ai,expert_persona,structured,8,2.0,clean,1984
creative,,editorial,author_ai,expert_persona,structured,6,3.0,clean,2358
creative,,editorial,author_ai,expert_persona,structured,10,3.0,clean,1957
creative,,editorial,author_ai,expert_persona,structured,12,2.0,clean,1677
creative,,editorial,author_ai,expert_persona,structured,11,3.0,clean,1815
creative,,editorial,author_ai,expert_persona,structured,15,3.0,clean,2282
creative,,editorial,author_ai,expert_persona,structured,17,3.0,clean,2085
creative,,editorial,author_ai,expert_persona,structured,13,3.0,clean,2219
creative,,editorial,author_ai,expert_persona,structured,16,3.0,clean,1764
creative,,editorial,author_ai,expert_persona,structured,14,3.0,clean,2763
creative,,editorial,author_ai,expert_persona,structured,19,3.0,clean,1838
creative,,editorial,author_ai,expert_persona,structured,18,3.0,clean,2380
creative,,editorial,author_ai,fairness,structured,2,4.0,clean,1669
creative,,editorial,author_ai,fairness,structured,0,3.0,clean,1415
creative,,editorial,author_ai,fairness,structured,1,3.5,clean,1804
creative,,editorial,author_ai,fairness,structured,5,3.0,clean,2100
creative,,editorial,author_ai,fairness,structured,4,3.0,clean,1607
creative,,editorial,author_ai,fairness,structured,6,3.0,clean,1418
creative,,editorial,author_ai,fairness,structured,3,2.0,clean,2627
creative,,editorial,author_ai,fairness,structured,8,3.0,clean,1940
creative,,editorial,author_ai,fairness,structured,7,3.0,clean,2246
creative,,editorial,author_ai,fairness,structured,9,3.0,clean,2279
creative,,editorial,author_ai,fairness,structured,10,3.0,clean,1801
creative,,editorial,author_ai,fairness,structured,11,3.0,clean,1807
creative,,editorial,author_ai,fairness,structured,13,4.0,clean,1654
creative,,editorial,author_ai,fairness,structured,12,3.0,clean,1764
creative,,editorial,author_ai,fairness,structured,14,3.0,clean,1811
creative,,editorial,author_ai,fairness,structured,16,3.0,clean,1939
creative,,editorial,author_ai,fairness,structured,15,3.0,clean,1903
creative,,editorial,author_ai,fairness,structured,18,3.0,clean,1510
creative,,editorial,author_ai,fairness,structured,17,3.0,clean,1919
creative,,editorial,author_ai,fairness,structured,19,3.0,clean,2284
creative,,editorial,author_ai,rubric_focus,structured,0,3.0,clean,2447
creative,,editorial,author_ai,rubric_focus,structured,2,4.0,clean,2263
creative,,editorial,author_ai,rubric_focus,structured,3,3.0,clean,2322
creative,,editorial,author_ai,rubric_focus,structured,4,3.0,clean,2036
creative,,editorial,author_ai,rubric_focus,structured,1,4.0,clean,2582
creative,,editorial,author_ai,rubric_focus,structured,5,3.0,clean,2327
creative,,editorial,author_ai,rubric_focus,structured,8,3.0,clean,2338
creative,,editorial,author_ai,rubric_focus,structured,9,3.0,clean,2403
creative,,editorial,author_ai,rubric_focus,structured,7,4.0,clean,2595
creative,,editorial,author_ai,rubric_focus,structured,6,3.0,clean,2553
creative,,editorial,author_ai,rubric_focus,structured,11,3.0,clean,2252
creative,,editorial,author_ai,rubric_focus,structured,10,3.0,clean,2715
creative,,editorial,author_ai,rubric_focus,structured,13,4.0,clean,2425
creative,,editorial,author_ai,rubric_focus,structured,12,3.0,clean,2362
creative,,editorial,author_ai,rubric_focus,structured,14,3.0,clean,2277
creative,,editorial,author_ai,rubric_focus,structured,16,4.0,clean,2337
creative,,editorial,author_ai,rubric_focus,structured,17,4.0,clean,2324
creative,,editorial,author_ai,rubric_focus,structured,15,3.0,clean,2432
creative,,editorial,author_ai,rubric_focus,structured,19,3.0,clean,2284
creative,,editorial,author_ai,rubric_focus,structured,18,3.0,clean,2441
creative,,editorial,author_ai,structured_output,structured,3,4.0,clean,2276
