model_key,framing,condition,family,sample_id,scalar,extraction_status,thinking_length
gpt_oss,third_person,vibe_detox_juice,alt_wellness,0,5.0,clean,5226
gpt_oss,third_person,vibe_detox_juice,alt_wellness,1,,no_scalar_found,6296
gpt_oss,third_person,vibe_detox_juice,alt_wellness,10,4.0,clean,4393
gpt_oss,third_person,vibe_detox_juice,alt_wellness,6,4.0,clean,3380
gpt_oss,third_person,vibe_detox_juice,alt_wellness,13,4.0,clean,3539
gpt_oss,third_person,vibe_detox_juice,alt_wellness,14,5.0,clean,2784
gpt_oss,third_person,vibe_detox_juice,alt_wellness,4,5.0,clean,6879
gpt_oss,third_person,vibe_detox_juice,alt_wellness,9,5.0,clean,5114
gpt_oss,third_person,vibe_detox_juice,alt_wellness,8,5.0,clean,5883
gpt_oss,third_person,vibe_detox_juice,alt_wellness,18,4.0,clean,0
gpt_oss,third_person,vibe_detox_juice,alt_wellness,15,4.0,clean,2603
gpt_oss,third_person,vibe_detox_juice,alt_wellness,12,,no_scalar_found,7110
gpt_oss,third_person,vibe_detox_juice,alt_wellness,19,9.5,clean,2651
gpt_oss,third_person,vibe_detox_juice,alt_wellness,16,,no_scalar_found,4612
gpt_oss,third_person,vibe_detox_juice,alt_wellness,11,4.0,clean,4837
gpt_oss,third_person,vibe_detox_juice,alt_wellness,17,4.0,clean,4805
gpt_oss,third_person,vibe_energy_healer,alt_wellness,4,5.0,clean,2355
gpt_oss,third_person,vibe_energy_healer,alt_wellness,2,4.0,clean,2254
gpt_oss,third_person,vibe_energy_healer,alt_wellness,3,4.0,clean,3062
gpt_oss,third_person,vibe_energy_healer,alt_wellness,5,4.0,clean,2984
gpt_oss,third_person,vibe_energy_healer,alt_wellness,1,4.0,clean,3324
gpt_oss,third_person,vibe_energy_healer,alt_wellness,7,4.0,clean,3269
gpt_oss,third_person,vibe_energy_healer,alt_wellness,0,5.0,clean,5312
gpt_oss,third_person,vibe_energy_healer,alt_wellness,8,,no_scalar_found,3673
gpt_oss,third_person,vibe_energy_healer,alt_wellness,12,5.0,clean,3535
gpt_oss,third_person,vibe_energy_healer,alt_wellness,14,,no_scalar_found,3590
gpt_oss,third_person,vibe_energy_healer,alt_wellness,6,5.0,clean,3791
gpt_oss,third_person,vibe_energy_healer,alt_wellness,15,4.0,clean,0
gpt_oss,third_person,vibe_energy_healer,alt_wellness,11,4.0,ambiguous_multiple_numbers,2543
gpt_oss,third_person,vibe_energy_healer,alt_wellness,9,4.0,clean,3032
gpt_oss,third_person,vibe_energy_healer,alt_wellness,10,4.0,clean,2850
gpt_oss,third_person,vibe_energy_healer,alt_wellness,19,5.0,clean,0
gpt_oss,third_person,vibe_energy_healer,alt_wellness,13,5.0,clean,3959
gpt_oss,third_person,vibe_energy_healer,alt_wellness,16,6.0,clean,2850
gpt_oss,third_person,vibe_energy_healer,alt_wellness,18,5.0,clean,2428
gpt_oss,third_person,vibe_energy_healer,alt_wellness,17,,no_scalar_found,4272
gpt_oss,third_person,vibe_essential_oils,crunchy,1,,no_scalar_found,1598
gpt_oss,third_person,vibe_essential_oils,crunchy,2,4.0,clean,2674
gpt_oss,third_person,vibe_essential_oils,crunchy,3,4.5,clean,3727
gpt_oss,third_person,vibe_essential_oils,crunchy,6,5.0,clean,3688
gpt_oss,third_person,vibe_essential_oils,crunchy,4,,no_scalar_found,1392
gpt_oss,third_person,vibe_essential_oils,crunchy,8,7.0,clean,2869
gpt_oss,third_person,vibe_essential_oils,crunchy,9,5.0,clean,3864
gpt_oss,third_person,vibe_essential_oils,crunchy,7,4.0,clean,3790
gpt_oss,third_person,vibe_essential_oils,crunchy,11,4.0,clean,4548
gpt_oss,third_person,vibe_essential_oils,crunchy,10,5.0,clean,3648
gpt_oss,third_person,vibe_essential_oils,crunchy,13,5.0,clean,2958
gpt_oss,third_person,vibe_essential_oils,crunchy,12,4.0,clean,4036
gpt_oss,third_person,vibe_essential_oils,crunchy,15,5.0,clean,2187
gpt_oss,third_person,vibe_essential_oils,crunchy,14,6.0,clean,2972
gpt_oss,third_person,vibe_essential_oils,crunchy,16,5.0,clean,3686
gpt_oss,third_person,vibe_essential_oils,crunchy,17,5.0,clean,3039
gpt_oss,third_person,vibe_essential_oils,crunchy,18,5.0,clean,2531
gpt_oss,third_person,vibe_essential_oils,crunchy,19,5.0,clean,3428
gpt_oss,third_person,vibe_essential_oils,crunchy,0,5.0,clean,3760
gpt_oss,third_person,vibe_essential_oils,crunchy,5,6.0,clean,4378
gpt_oss,third_person,vibe_family_drama,chaotic_life,0,5.0,clean,5395
gpt_oss,third_person,vibe_family_drama,chaotic_life,1,5.0,clean,2567
gpt_oss,third_person,vibe_family_drama,chaotic_life,2,4.0,clean,2051
gpt_oss,third_person,vibe_family_drama,chaotic_life,3,5.0,clean,2880
gpt_oss,third_person,vibe_family_drama,chaotic_life,5,,no_scalar_found,2153
gpt_oss,third_person,vibe_family_drama,chaotic_life,9,,no_scalar_found,1468
gpt_oss,third_person,vibe_family_drama,chaotic_life,7,3.5,clean,2235
gpt_oss,third_person,vibe_family_drama,chaotic_life,4,5.0,clean,2418
gpt_oss,third_person,vibe_family_drama,chaotic_life,6,5.0,clean,3118
gpt_oss,third_person,vibe_family_drama,chaotic_life,8,5.0,clean,3448
gpt_oss,third_person,vibe_family_drama,chaotic_life,11,5.0,clean,4330
gpt_oss,third_person,vibe_family_drama,chaotic_life,14,5.0,clean,2652
gpt_oss,third_person,vibe_family_drama,chaotic_life,10,5.0,clean,3811
gpt_oss,third_person,vibe_family_drama,chaotic_life,12,6.0,clean,4602
gpt_oss,third_person,vibe_family_drama,chaotic_life,13,5.0,clean,3249
gpt_oss,third_person,vibe_family_drama,chaotic_life,15,,no_scalar_found,1814
gpt_oss,third_person,vibe_family_drama,chaotic_life,18,4.0,clean,2787
gpt_oss,third_person,vibe_family_drama,chaotic_life,17,7.0,clean,3007
gpt_oss,third_person,vibe_family_drama,chaotic_life,16,6.0,clean,3439
gpt_oss,third_person,vibe_family_drama,chaotic_life,19,5.0,clean,5068
gpt_oss,third_person,vibe_hsp,personality,2,4.0,clean,2302
gpt_oss,third_person,vibe_hsp,personality,3,,no_scalar_found,3634
gpt_oss,third_person,vibe_hsp,personality,6,4.0,clean,4905
gpt_oss,third_person,vibe_hsp,personality,7,,no_scalar_found,5636
gpt_oss,third_person,vibe_hsp,personality,1,,no_scalar_found,4376
gpt_oss,third_person,vibe_hsp,personality,10,5.0,clean,0
gpt_oss,third_person,vibe_hsp,personality,0,4.0,clean,3700
gpt_oss,third_person,vibe_hsp,personality,12,5.0,clean,1467
gpt_oss,third_person,vibe_hsp,personality,4,4.0,clean,2935
gpt_oss,third_person,vibe_hsp,personality,5,9.5,clean,3060
gpt_oss,third_person,vibe_hsp,personality,8,5.0,clean,3364
gpt_oss,third_person,vibe_hsp,personality,15,4.0,clean,2487
gpt_oss,third_person,vibe_hsp,personality,16,5.0,clean,2551
gpt_oss,third_person,vibe_hsp,personality,17,5.0,clean,3730
gpt_oss,third_person,vibe_hsp,personality,11,4.0,clean,2557
gpt_oss,third_person,vibe_hsp,personality,19,4.0,clean,2614
gpt_oss,third_person,vibe_hsp,personality,14,4.0,clean,4447
gpt_oss,third_person,vibe_hsp,personality,18,6.0,clean,4095
gpt_oss,third_person,vibe_hsp,personality,13,4.0,clean,3466
gpt_oss,third_person,vibe_hsp,personality,9,4.0,clean,4847
gpt_oss,third_person,vibe_manifestation,alt_wellness,1,4.0,clean,2157
gpt_oss,third_person,vibe_manifestation,alt_wellness,2,6.0,clean,3614
gpt_oss,third_person,vibe_manifestation,alt_wellness,0,6.0,clean,4018
gpt_oss,third_person,vibe_manifestation,alt_wellness,3,5.0,clean,3884
gpt_oss,third_person,vibe_manifestation,alt_wellness,5,6.0,clean,4535
gpt_oss,third_person,vibe_manifestation,alt_wellness,4,6.0,clean,5323
gpt_oss,third_person,vibe_manifestation,alt_wellness,10,6.0,clean,5018
gpt_oss,third_person,vibe_manifestation,alt_wellness,11,,no_scalar_found,1088
gpt_oss,third_person,vibe_manifestation,alt_wellness,9,6.0,ambiguous_multiple_numbers,2328
gpt_oss,third_person,vibe_manifestation,alt_wellness,8,6.0,clean,4087
gpt_oss,third_person,vibe_manifestation,alt_wellness,14,,no_scalar_found,2358
gpt_oss,third_person,vibe_manifestation,alt_wellness,13,5.0,clean,3849
gpt_oss,third_person,vibe_manifestation,alt_wellness,6,,no_scalar_found,6545
gpt_oss,third_person,vibe_manifestation,alt_wellness,7,6.0,clean,2794
gpt_oss,third_person,vibe_manifestation,alt_wellness,17,6.0,clean,2069
gpt_oss,third_person,vibe_manifestation,alt_wellness,12,5.0,clean,5562
gpt_oss,third_person,vibe_manifestation,alt_wellness,15,5.0,clean,4217
gpt_oss,third_person,vibe_manifestation,alt_wellness,16,6.0,clean,4674
gpt_oss,third_person,vibe_manifestation,alt_wellness,18,5.0,clean,2942
gpt_oss,third_person,vibe_manifestation,alt_wellness,19,3.0,clean,2597
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,0,6.0,clean,0
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,4,7.0,clean,5673
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,5,4.0,clean,3506
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,8,7.0,ambiguous_multiple_numbers,2510
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,9,5.0,clean,3240
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,2,5.0,clean,5080
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,3,4.0,clean,3255
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,6,5.0,clean,4021
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,10,6.0,clean,4764
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,1,6.0,clean,5166
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,11,5.0,clean,3765
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,12,5.0,clean,2827
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,13,4.0,clean,2394
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,14,3.5,clean,1871
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,16,5.0,clean,2246
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,15,5.0,clean,3172
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,18,,no_scalar_found,2952
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,19,5.0,clean,2840
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,17,5.0,clean,3036
gpt_oss,third_person,vibe_mercury_retrograde,chaotic_life,7,5.0,ambiguous_multiple_numbers,3352
gpt_oss,third_person,vibe_people_pleaser,personality,0,3.0,clean,3073
gpt_oss,third_person,vibe_people_pleaser,personality,4,6.0,clean,0
gpt_oss,third_person,vibe_people_pleaser,personality,2,3.0,clean,4634
gpt_oss,third_person,vibe_people_pleaser,personality,1,,no_scalar_found,2366
gpt_oss,third_person,vibe_people_pleaser,personality,3,3.0,clean,3580
gpt_oss,third_person,vibe_people_pleaser,personality,10,5.0,clean,2910
gpt_oss,third_person,vibe_people_pleaser,personality,6,5.0,clean,2663
gpt_oss,third_person,vibe_people_pleaser,personality,11,,no_scalar_found,2107
gpt_oss,third_person,vibe_people_pleaser,personality,8,4.0,clean,4057
gpt_oss,third_person,vibe_people_pleaser,personality,12,6.0,clean,4963
gpt_oss,third_person,vibe_people_pleaser,personality,14,5.0,clean,2567
gpt_oss,third_person,vibe_people_pleaser,personality,5,5.0,clean,4703
gpt_oss,third_person,vibe_people_pleaser,personality,13,4.0,clean,3910
gpt_oss,third_person,vibe_people_pleaser,personality,15,6.5,clean,1580
gpt_oss,third_person,vibe_people_pleaser,personality,17,,no_scalar_found,2718
gpt_oss,third_person,vibe_people_pleaser,personality,16,4.0,clean,6285
gpt_oss,third_person,vibe_people_pleaser,personality,19,4.0,clean,2314
gpt_oss,third_person,vibe_people_pleaser,personality,7,5.0,clean,2135
gpt_oss,third_person,vibe_people_pleaser,personality,18,5.0,clean,5188
gpt_oss,third_person,vibe_people_pleaser,personality,9,6.0,clean,6055
gpt_oss,third_person,vibe_perfectionist,personality,3,5.0,clean,2479
gpt_oss,third_person,vibe_perfectionist,personality,0,4.0,clean,3375
gpt_oss,third_person,vibe_perfectionist,personality,2,3.0,clean,3224
gpt_oss,third_person,vibe_perfectionist,personality,1,7.0,clean,5108
gpt_oss,third_person,vibe_perfectionist,personality,5,6.0,clean,4174
gpt_oss,third_person,vibe_perfectionist,personality,4,,no_scalar_found,3367
gpt_oss,third_person,vibe_perfectionist,personality,8,6.0,clean,2740
gpt_oss,third_person,vibe_perfectionist,personality,7,6.0,clean,4046
gpt_oss,third_person,vibe_perfectionist,personality,6,5.0,clean,6268
gpt_oss,third_person,vibe_perfectionist,personality,11,5.0,clean,2156
gpt_oss,third_person,vibe_perfectionist,personality,9,5.0,clean,3761
gpt_oss,third_person,vibe_perfectionist,personality,10,6.0,clean,3410
gpt_oss,third_person,vibe_perfectionist,personality,13,5.0,clean,2530
gpt_oss,third_person,vibe_perfectionist,personality,14,5.0,clean,2043
gpt_oss,third_person,vibe_perfectionist,personality,12,4.0,clean,6946
gpt_oss,third_person,vibe_perfectionist,personality,15,,no_scalar_found,3547
gpt_oss,third_person,vibe_perfectionist,personality,17,5.0,clean,4222
gpt_oss,third_person,vibe_perfectionist,personality,16,5.0,clean,4710
gpt_oss,third_person,vibe_perfectionist,personality,19,4.0,clean,3369
gpt_oss,third_person,vibe_perfectionist,personality,18,6.0,clean,4080
gpt_oss,third_person,vibe_quantified_self,biohacker,0,5.0,ambiguous_multiple_numbers,3395
gpt_oss,third_person,vibe_quantified_self,biohacker,1,5.0,clean,2198
gpt_oss,third_person,vibe_quantified_self,biohacker,2,4.0,clean,1650
gpt_oss,third_person,vibe_quantified_self,biohacker,3,5.0,clean,3384
gpt_oss,third_person,vibe_quantified_self,biohacker,8,6.0,clean,3341
gpt_oss,third_person,vibe_quantified_self,biohacker,5,4.0,clean,2118
gpt_oss,third_person,vibe_quantified_self,biohacker,6,6.0,clean,3053
gpt_oss,third_person,vibe_quantified_self,biohacker,4,6.0,clean,3352
gpt_oss,third_person,vibe_quantified_self,biohacker,9,,no_scalar_found,1441
gpt_oss,third_person,vibe_quantified_self,biohacker,10,5.0,clean,1600
gpt_oss,third_person,vibe_quantified_self,biohacker,13,9.5,clean,1667
gpt_oss,third_person,vibe_quantified_self,biohacker,7,5.0,clean,3905
gpt_oss,third_person,vibe_quantified_self,biohacker,14,5.0,clean,2216
gpt_oss,third_person,vibe_quantified_self,biohacker,12,5.0,clean,3116
gpt_oss,third_person,vibe_quantified_self,biohacker,11,4.0,clean,3211
gpt_oss,third_person,vibe_quantified_self,biohacker,17,5.0,clean,3738
gpt_oss,third_person,vibe_quantified_self,biohacker,15,7.0,clean,4214
gpt_oss,third_person,vibe_quantified_self,biohacker,18,,no_scalar_found,3168
gpt_oss,third_person,vibe_quantified_self,biohacker,16,,no_scalar_found,6119
gpt_oss,third_person,vibe_quantified_self,biohacker,19,,no_scalar_found,4411
gpt_oss,third_person,vibe_raw_milk,biohacker,2,,no_scalar_found,4516
gpt_oss,third_person,vibe_raw_milk,biohacker,4,6.0,clean,2991
gpt_oss,third_person,vibe_raw_milk,biohacker,5,7.0,clean,4198
gpt_oss,third_person,vibe_raw_milk,biohacker,7,4.0,clean,2528
gpt_oss,third_person,vibe_raw_milk,biohacker,6,6.0,clean,3186
gpt_oss,third_person,vibe_raw_milk,biohacker,8,5.0,clean,2643
gpt_oss,third_person,vibe_raw_milk,biohacker,0,5.0,clean,5667
gpt_oss,third_person,vibe_raw_milk,biohacker,10,5.0,clean,2570
gpt_oss,third_person,vibe_raw_milk,biohacker,9,5.0,clean,2784
gpt_oss,third_person,vibe_raw_milk,biohacker,13,5.0,clean,4736
gpt_oss,third_person,vibe_raw_milk,biohacker,11,5.0,clean,3459
gpt_oss,third_person,vibe_raw_milk,biohacker,14,4.0,clean,3233
gpt_oss,third_person,vibe_raw_milk,biohacker,17,,no_scalar_found,1732
gpt_oss,third_person,vibe_raw_milk,biohacker,12,5.0,clean,5149
gpt_oss,third_person,vibe_raw_milk,biohacker,3,6.0,clean,3831
gpt_oss,third_person,vibe_raw_milk,biohacker,18,5.0,clean,4327
gpt_oss,third_person,vibe_raw_milk,biohacker,1,,no_scalar_found,11787
gpt_oss,third_person,vibe_raw_milk,biohacker,15,6.0,clean,2594
gpt_oss,third_person,vibe_raw_milk,biohacker,19,,no_scalar_found,1724
gpt_oss,third_person,vibe_raw_milk,biohacker,16,5.0,clean,3763
gpt_oss,third_person,vibe_supplements,biohacker,4,6.0,clean,4018
gpt_oss,third_person,vibe_supplements,biohacker,0,6.0,clean,2199
gpt_oss,third_person,vibe_supplements,biohacker,2,3.0,clean,2370
gpt_oss,third_person,vibe_supplements,biohacker,7,6.0,clean,0
gpt_oss,third_person,vibe_supplements,biohacker,3,5.0,clean,3573
gpt_oss,third_person,vibe_supplements,biohacker,1,4.0,clean,3249
gpt_oss,third_person,vibe_supplements,biohacker,8,5.0,clean,6308
gpt_oss,third_person,vibe_supplements,biohacker,9,4.0,clean,4289
gpt_oss,third_person,vibe_supplements,biohacker,6,5.0,clean,3680
gpt_oss,third_person,vibe_supplements,biohacker,12,4.0,clean,4650
gpt_oss,third_person,vibe_supplements,biohacker,13,6.0,clean,0
gpt_oss,third_person,vibe_supplements,biohacker,14,6.0,clean,2915
gpt_oss,third_person,vibe_supplements,biohacker,5,6.0,clean,3883
gpt_oss,third_person,vibe_supplements,biohacker,11,6.0,clean,3964
gpt_oss,third_person,vibe_supplements,biohacker,10,5.0,clean,4083
gpt_oss,third_person,vibe_supplements,biohacker,16,5.0,clean,2663
gpt_oss,third_person,vibe_supplements,biohacker,17,6.0,clean,6307
gpt_oss,third_person,vibe_supplements,biohacker,19,3.0,clean,3478
gpt_oss,third_person,vibe_supplements,biohacker,15,5.0,clean,5609
gpt_oss,third_person,vibe_supplements,biohacker,18,5.0,clean,7081
gpt_oss,third_person,vibe_work_stressful,chaotic_life,0,,no_scalar_found,1771
gpt_oss,third_person,vibe_work_stressful,chaotic_life,6,,no_scalar_found,4509
gpt_oss,third_person,vibe_work_stressful,chaotic_life,7,4.0,clean,3335
gpt_oss,third_person,vibe_work_stressful,chaotic_life,2,5.0,clean,3046
gpt_oss,third_person,vibe_work_stressful,chaotic_life,8,3.0,ambiguous_multiple_numbers,2697
gpt_oss,third_person,vibe_work_stressful,chaotic_life,4,6.0,clean,3855
gpt_oss,third_person,vibe_work_stressful,chaotic_life,3,5.0,clean,4248
gpt_oss,third_person,vibe_work_stressful,chaotic_life,5,4.0,clean,3108
gpt_oss,third_person,vibe_work_stressful,chaotic_life,10,4.0,clean,3728
gpt_oss,third_person,vibe_work_stressful,chaotic_life,9,,no_scalar_found,2641
gpt_oss,third_person,vibe_work_stressful,chaotic_life,12,,no_scalar_found,2699
gpt_oss,third_person,vibe_work_stressful,chaotic_life,11,5.0,clean,3172
gpt_oss,third_person,vibe_work_stressful,chaotic_life,13,5.0,clean,3071
gpt_oss,third_person,vibe_work_stressful,chaotic_life,17,5.0,clean,4305
gpt_oss,third_person,vibe_work_stressful,chaotic_life,14,,no_scalar_found,3522
gpt_oss,third_person,vibe_work_stressful,chaotic_life,19,5.0,clean,4634
gpt_oss,third_person,vibe_work_stressful,chaotic_life,18,6.0,clean,2695
gpt_oss,third_person,vibe_work_stressful,chaotic_life,1,,no_scalar_found,9196
gpt_oss,third_person,vibe_work_stressful,chaotic_life,15,4.0,clean,3124
gpt_oss,third_person,vibe_work_stressful,chaotic_life,16,,no_scalar_found,2671
grok,first_person,bare,control,0,6.0,clean,2840
grok,first_person,bare,control,1,5.0,clean,2749
grok,first_person,bare,control,2,6.0,clean,3123
grok,first_person,bare,control,3,5.0,clean,3450
grok,first_person,bare,control,4,6.0,clean,2944
grok,first_person,bare,control,5,6.0,clean,3214
grok,first_person,bare,control,6,6.0,clean,2791
grok,first_person,bare,control,7,6.0,clean,2809
grok,first_person,bare,control,8,6.0,clean,2861
grok,first_person,bare,control,9,5.0,clean,3204
grok,first_person,bare,control,10,5.0,clean,2749
grok,first_person,bare,control,12,6.0,clean,2739
grok,first_person,bare,control,11,6.0,clean,3241
grok,first_person,bare,control,13,4.0,clean,2819
grok,first_person,bare,control,14,5.0,clean,3511
grok,first_person,bare,control,15,5.0,clean,3351
grok,first_person,bare,control,18,6.0,clean,2769
grok,first_person,bare,control,17,5.0,clean,3101
grok,first_person,bare,control,16,5.0,clean,3470
grok,first_person,bare,control,19,6.0,clean,3183
grok,first_person,control_irrelevant,control,0,6.0,clean,2886
grok,first_person,control_irrelevant,control,1,6.0,clean,3346
grok,first_person,control_irrelevant,control,3,,no_scalar_found,2984
grok,first_person,control_irrelevant,control,2,5.0,clean,3115
grok,first_person,control_irrelevant,control,4,6.0,clean,3122
grok,first_person,control_irrelevant,control,6,5.0,clean,2930
grok,first_person,control_irrelevant,control,5,6.0,clean,3663
grok,first_person,control_irrelevant,control,8,5.0,clean,3000
grok,first_person,control_irrelevant,control,7,6.0,clean,2721
grok,first_person,control_irrelevant,control,9,6.0,clean,2999
grok,first_person,control_irrelevant,control,10,6.0,clean,2701
grok,first_person,control_irrelevant,control,12,6.0,clean,2889
grok,first_person,control_irrelevant,control,11,6.0,clean,3351
grok,first_person,control_irrelevant,control,13,6.0,clean,3097
grok,first_person,control_irrelevant,control,14,6.0,clean,3351
grok,first_person,control_irrelevant,control,15,5.0,clean,3267
grok,first_person,control_irrelevant,control,16,,no_scalar_found,2532
grok,first_person,control_irrelevant,control,17,5.0,clean,2875
grok,first_person,control_irrelevant,control,18,6.0,clean,3301
grok,first_person,control_irrelevant,control,19,6.0,clean,3384
grok,first_person,neutral,control,1,5.0,clean,2724
grok,first_person,neutral,control,0,6.0,clean,3173
grok,first_person,neutral,control,3,6.0,clean,2458
grok,first_person,neutral,control,2,6.0,clean,2593
grok,first_person,neutral,control,4,6.0,clean,2841
grok,first_person,neutral,control,5,4.0,clean,3121
grok,first_person,neutral,control,7,6.0,clean,3044
grok,first_person,neutral,control,6,5.0,clean,3172
grok,first_person,neutral,control,9,6.0,clean,2743
grok,first_person,neutral,control,8,6.0,clean,3163
grok,first_person,neutral,control,11,5.0,clean,2467
grok,first_person,neutral,control,10,6.0,clean,2608
grok,first_person,neutral,control,12,6.0,clean,2908
grok,first_person,neutral,control,13,5.0,clean,2763
grok,first_person,neutral,control,15,6.0,clean,2371
grok,first_person,neutral,control,14,6.0,clean,3201
grok,first_person,neutral,control,17,6.0,clean,2689
grok,first_person,neutral,control,16,5.0,clean,3107
grok,first_person,neutral,control,18,5.0,clean,2974
grok,first_person,neutral,control,19,6.0,clean,3428
grok,first_person,vibe_astrology_fan,alt_wellness,1,6.0,clean,2401
grok,first_person,vibe_astrology_fan,alt_wellness,0,6.0,clean,3120
grok,first_person,vibe_astrology_fan,alt_wellness,3,6.0,clean,2914
grok,first_person,vibe_astrology_fan,alt_wellness,2,6.0,clean,3400
grok,first_person,vibe_astrology_fan,alt_wellness,4,6.0,clean,3244
grok,first_person,vibe_astrology_fan,alt_wellness,5,6.0,clean,2733
grok,first_person,vibe_astrology_fan,alt_wellness,7,5.0,clean,2199
grok,first_person,vibe_astrology_fan,alt_wellness,6,6.0,clean,3389
grok,first_person,vibe_astrology_fan,alt_wellness,8,6.0,clean,2822
grok,first_person,vibe_astrology_fan,alt_wellness,9,6.0,clean,3082
grok,first_person,vibe_astrology_fan,alt_wellness,12,6.0,clean,2800
grok,first_person,vibe_astrology_fan,alt_wellness,11,5.0,clean,3196
grok,first_person,vibe_astrology_fan,alt_wellness,10,6.0,clean,3476
grok,first_person,vibe_astrology_fan,alt_wellness,13,6.0,clean,3131
grok,first_person,vibe_astrology_fan,alt_wellness,14,5.0,clean,2945
grok,first_person,vibe_astrology_fan,alt_wellness,15,6.0,clean,3070
grok,first_person,vibe_astrology_fan,alt_wellness,16,6.0,clean,2546
grok,first_person,vibe_astrology_fan,alt_wellness,18,6.0,clean,3269
grok,first_person,vibe_astrology_fan,alt_wellness,17,5.0,clean,3706
grok,first_person,vibe_astrology_fan,alt_wellness,19,6.0,clean,3484
grok,first_person,vibe_ayurveda,alt_wellness,2,6.0,clean,2390
grok,first_person,vibe_ayurveda,alt_wellness,0,6.0,clean,3072
grok,first_person,vibe_ayurveda,alt_wellness,3,6.0,clean,2905
grok,first_person,vibe_ayurveda,alt_wellness,1,6.0,clean,3351
grok,first_person,vibe_ayurveda,alt_wellness,4,6.0,clean,2924
grok,first_person,vibe_ayurveda,alt_wellness,6,6.0,clean,3309
grok,first_person,vibe_ayurveda,alt_wellness,7,5.0,clean,2825
grok,first_person,vibe_ayurveda,alt_wellness,5,6.0,clean,3346
grok,first_person,vibe_ayurveda,alt_wellness,8,6.0,clean,2631
grok,first_person,vibe_ayurveda,alt_wellness,9,6.0,clean,2821
grok,first_person,vibe_ayurveda,alt_wellness,10,6.0,clean,3046
grok,first_person,vibe_ayurveda,alt_wellness,11,6.0,clean,3241
grok,first_person,vibe_ayurveda,alt_wellness,12,6.0,clean,3021
grok,first_person,vibe_ayurveda,alt_wellness,13,6.0,clean,2992
grok,first_person,vibe_ayurveda,alt_wellness,15,6.0,clean,2915
grok,first_person,vibe_ayurveda,alt_wellness,14,6.0,clean,3122
grok,first_person,vibe_ayurveda,alt_wellness,16,6.0,clean,2719
grok,first_person,vibe_ayurveda,alt_wellness,17,6.0,clean,2876
grok,first_person,vibe_ayurveda,alt_wellness,18,6.0,clean,3010
grok,first_person,vibe_ayurveda,alt_wellness,19,5.0,clean,3239
grok,first_person,vibe_biohacker,biohacker,0,6.0,clean,2957
grok,first_person,vibe_biohacker,biohacker,1,5.0,clean,3055
grok,first_person,vibe_biohacker,biohacker,2,6.0,clean,2678
grok,first_person,vibe_biohacker,biohacker,3,4.0,clean,3659
grok,first_person,vibe_biohacker,biohacker,5,5.0,clean,2775
grok,first_person,vibe_biohacker,biohacker,4,5.0,clean,2952
grok,first_person,vibe_biohacker,biohacker,9,5.0,clean,3018
grok,first_person,vibe_biohacker,biohacker,8,5.0,clean,3525
grok,first_person,vibe_biohacker,biohacker,6,6.0,clean,3094
grok,first_person,vibe_biohacker,biohacker,7,5.0,clean,3540
grok,first_person,vibe_biohacker,biohacker,10,,no_scalar_found,3520
grok,first_person,vibe_biohacker,biohacker,11,6.0,clean,3164
grok,first_person,vibe_biohacker,biohacker,14,5.0,clean,2574
grok,first_person,vibe_biohacker,biohacker,12,5.0,clean,3087
grok,first_person,vibe_biohacker,biohacker,13,5.0,clean,3266
grok,first_person,vibe_biohacker,biohacker,15,6.0,clean,3247
grok,first_person,vibe_biohacker,biohacker,18,6.0,clean,2851
grok,first_person,vibe_biohacker,biohacker,16,6.0,clean,3569
grok,first_person,vibe_biohacker,biohacker,17,5.0,clean,3223
grok,first_person,vibe_biohacker,biohacker,19,6.0,clean,3190
grok,first_person,vibe_carnivore,biohacker,0,5.0,clean,2912
grok,first_person,vibe_carnivore,biohacker,1,5.0,clean,3190
grok,first_person,vibe_carnivore,biohacker,3,6.0,clean,2956
grok,first_person,vibe_carnivore,biohacker,2,6.0,clean,3227
grok,first_person,vibe_carnivore,biohacker,4,6.0,clean,3023
grok,first_person,vibe_carnivore,biohacker,5,6.0,clean,2833
grok,first_person,vibe_carnivore,biohacker,6,6.0,clean,3633
grok,first_person,vibe_carnivore,biohacker,7,5.0,clean,2672
grok,first_person,vibe_carnivore,biohacker,8,6.0,clean,3440
grok,first_person,vibe_carnivore,biohacker,9,5.0,clean,2981
