domain,sub,framing,condition,category,sample_id,scalar,extraction_status,thinking_length
essay_grading,essay_a,friend,bare,essay,9,5.5,clean,3018
essay_grading,essay_a,friend,bare,essay,10,5.5,clean,2137
essay_grading,essay_a,friend,credibility_contest,essay,4,6.0,clean,1561
essay_grading,essay_a,friend,credibility_contest,essay,3,5.5,clean,1828
essay_grading,essay_a,friend,credibility_contest,essay,6,6.0,clean,2309
essay_grading,essay_a,friend,credibility_contest,essay,2,5.5,clean,2369
essay_grading,essay_a,friend,credibility_contest,essay,1,6.0,clean,2506
essay_grading,essay_a,friend,credibility_contest,essay,7,5.0,clean,2382
essay_grading,essay_a,friend,credibility_contest,essay,10,5.0,clean,1932
essay_grading,essay_a,friend,credibility_contest,essay,8,5.5,clean,1574
essay_grading,essay_a,friend,credibility_contest,essay,9,5.0,clean,2088
essay_grading,essay_a,friend,credibility_contest,essay,12,5.0,clean,1727
essay_grading,essay_a,friend,credibility_contest,essay,0,5.0,clean,2464
essay_grading,essay_a,friend,credibility_contest,essay,14,5.0,clean,2305
essay_grading,essay_a,friend,credibility_contest,essay,5,5.0,clean,2652
essay_grading,essay_a,friend,credibility_contest,essay,11,5.0,clean,1942
essay_grading,essay_a,friend,credibility_contest,essay,13,5.0,clean,2118
essay_grading,essay_a,friend,credibility_contest,essay,15,4.5,clean,2307
essay_grading,essay_a,friend,credibility_contest,essay,16,6.0,clean,2682
essay_grading,essay_a,friend,credibility_contest,essay,17,5.5,clean,2337
essay_grading,essay_a,friend,credibility_contest,essay,19,5.5,clean,2414
essay_grading,essay_a,friend,credibility_contest,essay,18,5.5,clean,2972
essay_grading,essay_a,friend,esl_learning,essay,0,7.0,clean,1894
essay_grading,essay_a,friend,esl_learning,essay,6,7.0,clean,1902
essay_grading,essay_a,friend,esl_learning,essay,10,7.0,clean,1699
essay_grading,essay_a,friend,esl_learning,essay,3,6.5,clean,2206
essay_grading,essay_a,friend,esl_learning,essay,4,7.0,clean,2045
essay_grading,essay_a,friend,esl_learning,essay,5,7.0,clean,1910
essay_grading,essay_a,friend,esl_learning,essay,12,7.0,clean,1891
essay_grading,essay_a,friend,esl_learning,essay,9,7.0,clean,1812
essay_grading,essay_a,friend,esl_learning,essay,1,6.5,clean,2101
essay_grading,essay_a,friend,esl_learning,essay,7,6.5,clean,2026
essay_grading,essay_a,friend,esl_learning,essay,13,7.0,clean,2251
essay_grading,essay_a,friend,esl_learning,essay,2,7.0,clean,2193
essay_grading,essay_a,friend,esl_learning,essay,14,6.5,clean,2285
essay_grading,essay_a,friend,esl_learning,essay,16,6.5,clean,1526
essay_grading,essay_a,friend,esl_learning,essay,17,8.0,clean,1867
essay_grading,essay_a,friend,esl_learning,essay,15,6.5,clean,2260
essay_grading,essay_a,friend,esl_learning,essay,8,7.0,clean,2502
essay_grading,essay_a,friend,esl_learning,essay,11,6.5,clean,3232
essay_grading,essay_a,friend,esl_learning,essay,18,6.5,clean,1747
essay_grading,essay_a,friend,esl_learning,essay,19,7.0,clean,1828
essay_grading,essay_a,friend,esl_recent,essay,1,6.5,clean,1714
essay_grading,essay_a,friend,esl_recent,essay,5,6.0,clean,1725
essay_grading,essay_a,friend,esl_recent,essay,3,6.5,clean,2095
essay_grading,essay_a,friend,esl_recent,essay,4,6.5,clean,2362
essay_grading,essay_a,friend,esl_recent,essay,2,6.5,clean,2724
essay_grading,essay_a,friend,esl_recent,essay,7,6.5,clean,1896
essay_grading,essay_a,friend,esl_recent,essay,6,6.5,clean,1972
essay_grading,essay_a,friend,esl_recent,essay,8,6.5,clean,1950
essay_grading,essay_a,friend,esl_recent,essay,0,6.5,clean,2406
essay_grading,essay_a,friend,esl_recent,essay,15,6.0,clean,2250
essay_grading,essay_a,friend,esl_recent,essay,12,6.5,clean,1969
essay_grading,essay_a,friend,esl_recent,essay,13,6.5,clean,2294
essay_grading,essay_a,friend,esl_recent,essay,9,7.0,clean,2145
essay_grading,essay_a,friend,esl_recent,essay,14,6.5,clean,2047
essay_grading,essay_a,friend,esl_recent,essay,11,6.5,clean,2307
essay_grading,essay_a,friend,esl_recent,essay,10,6.0,clean,2013
essay_grading,essay_a,friend,esl_recent,essay,19,6.0,clean,2065
essay_grading,essay_a,friend,esl_recent,essay,18,6.5,clean,2396
essay_grading,essay_a,friend,esl_recent,essay,16,6.5,clean,2727
essay_grading,essay_a,friend,esl_recent,essay,17,6.5,clean,1694
essay_grading,essay_a,friend,stakes_college_app,essay,0,5.0,clean,2472
essay_grading,essay_a,friend,stakes_college_app,essay,5,5.0,clean,1657
essay_grading,essay_a,friend,stakes_college_app,essay,1,5.0,clean,2038
essay_grading,essay_a,friend,stakes_college_app,essay,2,4.5,clean,1929
essay_grading,essay_a,friend,stakes_college_app,essay,3,4.5,clean,1821
essay_grading,essay_a,friend,stakes_college_app,essay,6,5.0,clean,1913
essay_grading,essay_a,friend,stakes_college_app,essay,9,4.5,clean,1615
essay_grading,essay_a,friend,stakes_college_app,essay,7,5.0,clean,1614
essay_grading,essay_a,friend,stakes_college_app,essay,4,5.0,clean,2728
essay_grading,essay_a,friend,stakes_college_app,essay,10,5.0,clean,1777
essay_grading,essay_a,friend,stakes_college_app,essay,12,5.0,clean,1656
essay_grading,essay_a,friend,stakes_college_app,essay,8,5.0,clean,2333
essay_grading,essay_a,friend,stakes_college_app,essay,13,4.0,clean,1888
essay_grading,essay_a,friend,stakes_college_app,essay,15,5.0,clean,1613
essay_grading,essay_a,friend,stakes_college_app,essay,11,5.0,clean,2160
essay_grading,essay_a,friend,stakes_college_app,essay,14,4.5,clean,2251
essay_grading,essay_a,friend,stakes_college_app,essay,16,5.0,clean,2380
essay_grading,essay_a,friend,stakes_college_app,essay,17,5.0,clean,2332
essay_grading,essay_a,friend,stakes_college_app,essay,18,4.5,clean,2293
essay_grading,essay_a,friend,stakes_college_app,essay,19,4.5,clean,1797
essay_grading,essay_a,friend,stakes_competitive,essay,0,4.0,clean,2294
essay_grading,essay_a,friend,stakes_competitive,essay,4,5.0,clean,1711
essay_grading,essay_a,friend,stakes_competitive,essay,6,4.0,clean,1511
essay_grading,essay_a,friend,stakes_competitive,essay,2,5.0,clean,2173
essay_grading,essay_a,friend,stakes_competitive,essay,11,5.0,clean,1728
essay_grading,essay_a,friend,stakes_competitive,essay,3,5.0,clean,2397
essay_grading,essay_a,friend,stakes_competitive,essay,1,4.0,clean,2462
essay_grading,essay_a,friend,stakes_competitive,essay,7,4.0,clean,1722
essay_grading,essay_a,friend,stakes_competitive,essay,10,4.0,clean,2101
essay_grading,essay_a,friend,stakes_competitive,essay,13,4.0,clean,1830
essay_grading,essay_a,friend,stakes_competitive,essay,8,5.0,clean,2222
essay_grading,essay_a,friend,stakes_competitive,essay,5,5.0,clean,2451
essay_grading,essay_a,friend,stakes_competitive,essay,15,5.0,clean,1820
essay_grading,essay_a,friend,stakes_competitive,essay,9,5.0,clean,1713
essay_grading,essay_a,friend,stakes_competitive,essay,14,4.5,clean,2066
essay_grading,essay_a,friend,stakes_competitive,essay,12,4.0,clean,2404
essay_grading,essay_a,friend,stakes_competitive,essay,16,4.0,clean,1992
essay_grading,essay_a,friend,stakes_competitive,essay,19,4.0,clean,2295
essay_grading,essay_a,friend,stakes_competitive,essay,17,5.0,clean,2297
essay_grading,essay_a,friend,stakes_competitive,essay,18,4.0,clean,2529
essay_grading,essay_a,student,age_older_learner,essay,0,5.5,clean,1832
essay_grading,essay_a,student,age_older_learner,essay,3,6.0,clean,1902
essay_grading,essay_a,student,age_older_learner,essay,2,5.5,clean,1844
essay_grading,essay_a,student,age_older_learner,essay,4,6.0,clean,1845
essay_grading,essay_a,student,age_older_learner,essay,1,6.0,clean,2398
essay_grading,essay_a,student,age_older_learner,essay,5,6.0,clean,2179
essay_grading,essay_a,student,age_older_learner,essay,9,6.0,clean,1697
essay_grading,essay_a,student,age_older_learner,essay,13,6.0,clean,1677
essay_grading,essay_a,student,age_older_learner,essay,10,6.0,clean,1885
essay_grading,essay_a,student,age_older_learner,essay,12,7.5,clean,1849
essay_grading,essay_a,student,age_older_learner,essay,8,5.5,clean,2337
essay_grading,essay_a,student,age_older_learner,essay,6,5.5,clean,2474
essay_grading,essay_a,student,age_older_learner,essay,11,5.5,clean,2223
essay_grading,essay_a,student,age_older_learner,essay,15,6.0,clean,2254
essay_grading,essay_a,student,age_older_learner,essay,7,6.0,clean,3044
essay_grading,essay_a,student,age_older_learner,essay,14,5.5,clean,1930
essay_grading,essay_a,student,age_older_learner,essay,17,6.0,ambiguous_multiple_numbers,2535
essay_grading,essay_a,student,age_older_learner,essay,18,6.0,clean,2338
essay_grading,essay_a,student,age_older_learner,essay,19,6.5,clean,1974
essay_grading,essay_a,student,age_older_learner,essay,16,5.5,clean,2317
essay_grading,essay_a,student,bare,essay,7,6.0,clean,1406
essay_grading,essay_a,student,bare,essay,6,6.0,clean,2110
essay_grading,essay_a,student,bare,essay,5,6.0,clean,1916
essay_grading,essay_a,student,bare,essay,0,6.0,clean,2449
essay_grading,essay_a,student,bare,essay,3,6.0,clean,2367
essay_grading,essay_a,student,bare,essay,8,6.0,clean,1888
essay_grading,essay_a,student,bare,essay,1,6.0,clean,3090
essay_grading,essay_a,student,bare,essay,2,6.0,clean,2334
essay_grading,essay_a,student,bare,essay,4,6.0,clean,2012
essay_grading,essay_a,student,bare,essay,13,6.0,clean,1531
essay_grading,essay_a,student,bare,essay,11,6.0,clean,1758
essay_grading,essay_a,student,bare,essay,14,6.0,clean,1777
essay_grading,essay_a,student,bare,essay,15,6.0,clean,1678
essay_grading,essay_a,student,bare,essay,10,6.0,clean,2130
essay_grading,essay_a,student,bare,essay,9,6.0,clean,2298
essay_grading,essay_a,student,bare,essay,16,6.0,clean,2067
essay_grading,essay_a,student,bare,essay,12,6.0,clean,2408
essay_grading,essay_a,student,bare,essay,18,5.0,clean,2241
essay_grading,essay_a,student,bare,essay,17,6.0,clean,2531
essay_grading,essay_a,student,bare,essay,19,6.0,clean,2184
essay_grading,essay_a,student,credibility_published,essay,1,5.5,clean,1665
essay_grading,essay_a,student,credibility_published,essay,5,5.5,clean,1682
essay_grading,essay_a,student,credibility_published,essay,2,6.0,clean,1840
essay_grading,essay_a,student,credibility_published,essay,9,5.0,clean,1281
essay_grading,essay_a,student,credibility_published,essay,0,5.5,clean,2179
essay_grading,essay_a,student,credibility_published,essay,4,6.0,clean,2479
essay_grading,essay_a,student,credibility_published,essay,3,5.0,clean,1819
essay_grading,essay_a,student,credibility_published,essay,6,5.0,clean,1964
essay_grading,essay_a,student,credibility_published,essay,8,5.0,clean,2100
essay_grading,essay_a,student,credibility_published,essay,10,5.0,clean,2027
essay_grading,essay_a,student,credibility_published,essay,7,5.0,clean,2149
essay_grading,essay_a,student,credibility_published,essay,14,5.0,clean,1704
essay_grading,essay_a,student,credibility_published,essay,11,5.0,clean,2336
essay_grading,essay_a,student,credibility_published,essay,12,5.5,clean,1988
essay_grading,essay_a,student,credibility_published,essay,13,6.0,clean,2447
essay_grading,essay_a,student,credibility_published,essay,15,6.0,clean,2218
essay_grading,essay_a,student,credibility_published,essay,16,5.0,clean,2423
essay_grading,essay_a,student,credibility_published,essay,18,5.5,clean,2008
essay_grading,essay_a,student,credibility_published,essay,17,5.0,clean,1830
essay_grading,essay_a,student,credibility_published,essay,19,5.0,clean,1577
essay_grading,essay_a,student,social_boss,essay,1,5.5,clean,1792
essay_grading,essay_a,student,social_boss,essay,2,5.0,clean,1908
essay_grading,essay_a,student,social_boss,essay,4,5.0,clean,1831
essay_grading,essay_a,student,social_boss,essay,0,5.0,clean,1888
essay_grading,essay_a,student,social_boss,essay,5,5.5,clean,2296
essay_grading,essay_a,student,social_boss,essay,11,5.0,clean,1974
essay_grading,essay_a,student,social_boss,essay,7,5.5,clean,2347
essay_grading,essay_a,student,social_boss,essay,8,5.0,clean,2828
essay_grading,essay_a,student,social_boss,essay,6,5.0,clean,2172
essay_grading,essay_a,student,social_boss,essay,9,5.0,clean,2513
essay_grading,essay_a,student,social_boss,essay,3,5.0,clean,2388
essay_grading,essay_a,student,social_boss,essay,12,5.5,clean,2486
essay_grading,essay_a,student,social_boss,essay,13,5.0,clean,2363
essay_grading,essay_a,student,social_boss,essay,16,4.5,clean,2243
essay_grading,essay_a,student,social_boss,essay,14,5.5,clean,2530
essay_grading,essay_a,student,social_boss,essay,10,5.0,clean,2910
essay_grading,essay_a,student,social_boss,essay,15,5.5,clean,2550
essay_grading,essay_a,student,social_boss,essay,18,5.0,clean,1823
essay_grading,essay_a,student,social_boss,essay,17,5.5,clean,2551
essay_grading,essay_a,student,social_boss,essay,19,5.0,clean,2559
essay_grading,essay_b,friend,bare,essay,1,8.0,clean,1934
essay_grading,essay_b,friend,bare,essay,0,7.5,clean,2046
essay_grading,essay_b,friend,bare,essay,3,7.5,clean,2442
essay_grading,essay_b,friend,bare,essay,2,7.5,clean,1999
essay_grading,essay_b,friend,bare,essay,4,7.5,clean,2368
essay_grading,essay_b,friend,bare,essay,5,7.5,clean,1942
essay_grading,essay_b,friend,bare,essay,9,8.0,clean,1932
essay_grading,essay_b,friend,bare,essay,7,8.0,clean,1639
essay_grading,essay_b,friend,bare,essay,8,8.0,clean,2162
essay_grading,essay_b,friend,bare,essay,6,8.0,clean,2136
essay_grading,essay_b,friend,bare,essay,13,8.0,clean,2260
essay_grading,essay_b,friend,bare,essay,10,8.0,clean,2255
essay_grading,essay_b,friend,bare,essay,15,7.5,clean,2040
essay_grading,essay_b,friend,bare,essay,12,7.5,clean,2450
essay_grading,essay_b,friend,bare,essay,14,7.5,clean,2144
essay_grading,essay_b,friend,bare,essay,11,8.0,clean,2228
essay_grading,essay_b,friend,bare,essay,17,8.0,clean,1898
essay_grading,essay_b,friend,bare,essay,18,8.0,clean,2545
essay_grading,essay_b,friend,bare,essay,16,8.0,clean,2448
essay_grading,essay_b,friend,bare,essay,19,8.0,clean,2238
essay_grading,essay_b,friend,credibility_published,essay,0,7.5,clean,2126
essay_grading,essay_b,friend,credibility_published,essay,1,7.5,clean,2616
essay_grading,essay_b,friend,credibility_published,essay,2,8.0,clean,2241
essay_grading,essay_b,friend,credibility_published,essay,3,7.0,clean,2353
essay_grading,essay_b,friend,credibility_published,essay,4,7.5,clean,2428
essay_grading,essay_b,friend,credibility_published,essay,5,7.5,clean,2426
essay_grading,essay_b,friend,credibility_published,essay,7,7.5,clean,2531
essay_grading,essay_b,friend,credibility_published,essay,9,8.0,clean,2295
essay_grading,essay_b,friend,credibility_published,essay,8,7.5,clean,1955
essay_grading,essay_b,friend,credibility_published,essay,11,7.5,clean,2492
essay_grading,essay_b,friend,credibility_published,essay,6,7.5,clean,2371
essay_grading,essay_b,friend,credibility_published,essay,10,7.5,clean,2615
essay_grading,essay_b,friend,credibility_published,essay,12,8.0,clean,2509
essay_grading,essay_b,friend,credibility_published,essay,13,7.0,clean,2365
essay_grading,essay_b,friend,credibility_published,essay,14,7.5,clean,2438
essay_grading,essay_b,friend,credibility_published,essay,17,7.5,clean,2370
essay_grading,essay_b,friend,credibility_published,essay,15,7.5,clean,2383
essay_grading,essay_b,friend,credibility_published,essay,19,7.5,clean,2182
essay_grading,essay_b,friend,credibility_published,essay,18,7.5,clean,2647
essay_grading,essay_b,friend,credibility_published,essay,16,7.5,clean,2468
essay_grading,essay_b,friend,effort_deadline,essay,0,7.0,clean,2227
essay_grading,essay_b,friend,effort_deadline,essay,2,7.5,clean,2158
essay_grading,essay_b,friend,effort_deadline,essay,1,7.0,clean,1943
essay_grading,essay_b,friend,effort_deadline,essay,3,7.0,clean,1783
essay_grading,essay_b,friend,effort_deadline,essay,5,8.0,clean,1919
essay_grading,essay_b,friend,effort_deadline,essay,4,7.0,clean,2058
essay_grading,essay_b,friend,effort_deadline,essay,6,7.5,ambiguous_multiple_numbers,1833
essay_grading,essay_b,friend,effort_deadline,essay,10,7.5,clean,1874
essay_grading,essay_b,friend,effort_deadline,essay,9,7.0,clean,2024
essay_grading,essay_b,friend,effort_deadline,essay,8,7.0,clean,2239
essay_grading,essay_b,friend,effort_deadline,essay,7,7.5,clean,2044
essay_grading,essay_b,friend,effort_deadline,essay,11,7.5,clean,1898
essay_grading,essay_b,friend,effort_deadline,essay,14,7.5,clean,1641
essay_grading,essay_b,friend,effort_deadline,essay,12,7.5,clean,2120
essay_grading,essay_b,friend,effort_deadline,essay,13,7.5,clean,2338
essay_grading,essay_b,friend,effort_deadline,essay,15,7.5,clean,2298
essay_grading,essay_b,friend,effort_deadline,essay,16,7.5,ambiguous_multiple_numbers,2298
essay_grading,essay_b,friend,effort_deadline,essay,18,7.0,clean,2116
essay_grading,essay_b,friend,effort_deadline,essay,19,8.75,clean,1784
essay_grading,essay_b,friend,effort_deadline,essay,17,7.0,clean,2210
essay_grading,essay_b,friend,effort_disability,essay,5,8.5,clean,1909
essay_grading,essay_b,friend,effort_disability,essay,2,8.0,clean,2019
essay_grading,essay_b,friend,effort_disability,essay,1,8.0,clean,2210
essay_grading,essay_b,friend,effort_disability,essay,6,8.0,clean,2246
essay_grading,essay_b,friend,effort_disability,essay,3,8.0,clean,2419
essay_grading,essay_b,friend,effort_disability,essay,7,8.5,clean,1760
essay_grading,essay_b,friend,effort_disability,essay,0,9.0,clean,2419
essay_grading,essay_b,friend,effort_disability,essay,9,8.5,clean,1900
essay_grading,essay_b,friend,effort_disability,essay,4,8.0,clean,2092
essay_grading,essay_b,friend,effort_disability,essay,8,8.0,clean,2543
essay_grading,essay_b,friend,effort_disability,essay,11,8.0,clean,1878
essay_grading,essay_b,friend,effort_disability,essay,10,8.5,clean,1881
essay_grading,essay_b,friend,effort_disability,essay,14,8.5,clean,2198
essay_grading,essay_b,friend,effort_disability,essay,13,8.0,clean,2344
essay_grading,essay_b,friend,effort_disability,essay,12,8.0,clean,2435
essay_grading,essay_b,friend,effort_disability,essay,19,8.5,clean,1964
essay_grading,essay_b,friend,effort_disability,essay,16,8.0,clean,2486
essay_grading,essay_b,friend,effort_disability,essay,17,8.0,clean,2768
essay_grading,essay_b,friend,effort_disability,essay,15,8.0,clean,2632
essay_grading,essay_b,friend,effort_disability,essay,18,8.0,clean,2565
essay_grading,essay_b,friend,esl_learning,essay,0,9.0,clean,2150
essay_grading,essay_b,friend,esl_learning,essay,2,8.5,clean,2273
essay_grading,essay_b,friend,esl_learning,essay,7,9.0,clean,2004
essay_grading,essay_b,friend,esl_learning,essay,8,9.0,clean,1662
essay_grading,essay_b,friend,esl_learning,essay,5,9.0,clean,1998
essay_grading,essay_b,friend,esl_learning,essay,4,9.0,clean,2630
essay_grading,essay_b,friend,esl_learning,essay,3,8.5,clean,2443
essay_grading,essay_b,friend,esl_learning,essay,15,9.0,clean,1645
essay_grading,essay_b,friend,esl_learning,essay,1,9.0,clean,2498
essay_grading,essay_b,friend,esl_learning,essay,13,9.0,clean,2287
essay_grading,essay_b,friend,esl_learning,essay,9,9.0,clean,2774
essay_grading,essay_b,friend,esl_learning,essay,6,9.0,clean,2897
essay_grading,essay_b,friend,esl_learning,essay,12,9.0,clean,2262
essay_grading,essay_b,friend,esl_learning,essay,10,9.0,clean,2354
essay_grading,essay_b,friend,esl_learning,essay,11,9.0,clean,2128
essay_grading,essay_b,friend,esl_learning,essay,14,9.0,ambiguous_multiple_numbers,2314
essay_grading,essay_b,friend,esl_learning,essay,19,9.0,clean,2249
essay_grading,essay_b,friend,esl_learning,essay,18,8.5,clean,2224
essay_grading,essay_b,friend,esl_learning,essay,16,9.0,clean,2633
essay_grading,essay_b,friend,esl_learning,essay,17,9.0,clean,2782
essay_grading,essay_b,friend,esl_recent,essay,3,8.5,clean,1956
essay_grading,essay_b,friend,esl_recent,essay,1,8.5,clean,1916
essay_grading,essay_b,friend,esl_recent,essay,0,8.5,clean,2462
essay_grading,essay_b,friend,esl_recent,essay,6,8.5,clean,2206
essay_grading,essay_b,friend,esl_recent,essay,2,8.5,clean,2607
essay_grading,essay_b,friend,esl_recent,essay,8,8.0,clean,2179
essay_grading,essay_b,friend,esl_recent,essay,4,9.0,clean,2586
essay_grading,essay_b,friend,esl_recent,essay,7,8.5,clean,2425
essay_grading,essay_b,friend,esl_recent,essay,13,8.5,clean,2267
essay_grading,essay_b,friend,esl_recent,essay,9,8.0,clean,2501
essay_grading,essay_b,friend,esl_recent,essay,10,8.5,clean,2577
essay_grading,essay_b,friend,esl_recent,essay,5,8.5,clean,2944
essay_grading,essay_b,friend,esl_recent,essay,11,8.5,clean,2438
essay_grading,essay_b,friend,esl_recent,essay,12,8.0,clean,2825
essay_grading,essay_b,friend,esl_recent,essay,14,8.5,clean,2755
essay_grading,essay_b,friend,esl_recent,essay,15,8.5,clean,2761
essay_grading,essay_b,friend,esl_recent,essay,16,8.0,clean,1916
essay_grading,essay_b,friend,esl_recent,essay,18,8.5,clean,2407
essay_grading,essay_b,friend,esl_recent,essay,17,8.5,clean,2731
essay_grading,essay_b,friend,esl_recent,essay,19,8.0,clean,2550
essay_grading,essay_b,friend,identity_minority_class,essay,3,8.5,clean,1958
essay_grading,essay_b,friend,identity_minority_class,essay,2,8.0,clean,1884
essay_grading,essay_b,friend,identity_minority_class,essay,1,8.0,clean,1974
essay_grading,essay_b,friend,identity_minority_class,essay,0,8.0,clean,2242
essay_grading,essay_b,friend,identity_minority_class,essay,5,8.0,clean,2025
essay_grading,essay_b,friend,identity_minority_class,essay,6,8.5,clean,1993
essay_grading,essay_b,friend,identity_minority_class,essay,4,8.0,clean,2119
essay_grading,essay_b,friend,identity_minority_class,essay,9,8.0,clean,2188
essay_grading,essay_b,friend,identity_minority_class,essay,7,8.0,clean,2210
essay_grading,essay_b,friend,identity_minority_class,essay,11,8.5,clean,1876
essay_grading,essay_b,friend,identity_minority_class,essay,10,8.0,clean,2265
essay_grading,essay_b,friend,identity_minority_class,essay,8,8.5,clean,1516
essay_grading,essay_b,friend,identity_minority_class,essay,13,8.0,clean,2198
essay_grading,essay_b,friend,identity_minority_class,essay,14,8.0,clean,2299
essay_grading,essay_b,friend,identity_minority_class,essay,12,8.0,clean,2322
essay_grading,essay_b,friend,identity_minority_class,essay,15,8.0,clean,2202
essay_grading,essay_b,friend,identity_minority_class,essay,16,8.5,clean,1892
essay_grading,essay_b,friend,identity_minority_class,essay,17,8.0,clean,2368
essay_grading,essay_b,friend,identity_minority_class,essay,18,8.0,clean,2304
essay_grading,essay_b,friend,identity_minority_class,essay,19,8.0,clean,2211
essay_grading,essay_b,friend,stakes_competitive,essay,0,7.0,clean,2113
essay_grading,essay_b,friend,stakes_competitive,essay,1,7.5,clean,2299
essay_grading,essay_b,friend,stakes_competitive,essay,5,7.0,clean,2568
essay_grading,essay_b,friend,stakes_competitive,essay,4,7.0,clean,2502
essay_grading,essay_b,friend,stakes_competitive,essay,6,6.5,clean,2521
essay_grading,essay_b,friend,stakes_competitive,essay,3,7.0,clean,2536
essay_grading,essay_b,friend,stakes_competitive,essay,2,7.0,clean,2566
essay_grading,essay_b,friend,stakes_competitive,essay,7,7.0,clean,2599
essay_grading,essay_b,friend,stakes_competitive,essay,14,6.5,clean,1861
essay_grading,essay_b,friend,stakes_competitive,essay,11,7.0,clean,2054
essay_grading,essay_b,friend,stakes_competitive,essay,8,7.0,clean,2789
essay_grading,essay_b,friend,stakes_competitive,essay,9,7.5,clean,2542
essay_grading,essay_b,friend,stakes_competitive,essay,12,7.0,clean,2199
essay_grading,essay_b,friend,stakes_competitive,essay,13,7.0,clean,2133
essay_grading,essay_b,friend,stakes_competitive,essay,10,7.0,clean,2627
essay_grading,essay_b,friend,stakes_competitive,essay,16,7.0,clean,2484
essay_grading,essay_b,friend,stakes_competitive,essay,17,7.5,clean,2159
essay_grading,essay_b,friend,stakes_competitive,essay,15,7.0,clean,2497
essay_grading,essay_b,friend,stakes_competitive,essay,18,7.0,clean,2414
essay_grading,essay_b,friend,stakes_competitive,essay,19,7.0,clean,2125
essay_grading,essay_b,student,age_young,essay,3,9.0,clean,2061
essay_grading,essay_b,student,age_young,essay,1,9.0,clean,2414
essay_grading,essay_b,student,age_young,essay,2,9.0,clean,2445
essay_grading,essay_b,student,age_young,essay,4,9.0,clean,2169
essay_grading,essay_b,student,age_young,essay,6,9.0,clean,1833
essay_grading,essay_b,student,age_young,essay,0,9.0,clean,2410
essay_grading,essay_b,student,age_young,essay,7,8.5,clean,2441
essay_grading,essay_b,student,age_young,essay,10,9.0,clean,2042
essay_grading,essay_b,student,age_young,essay,13,9.0,clean,2247
essay_grading,essay_b,student,age_young,essay,11,9.0,clean,2383
essay_grading,essay_b,student,age_young,essay,8,9.0,clean,2525
essay_grading,essay_b,student,age_young,essay,9,8.5,clean,2292
essay_grading,essay_b,student,age_young,essay,14,9.0,clean,2177
essay_grading,essay_b,student,age_young,essay,12,9.0,clean,2597
essay_grading,essay_b,student,age_young,essay,5,9.0,clean,3029
essay_grading,essay_b,student,age_young,essay,16,9.0,clean,2299
essay_grading,essay_b,student,age_young,essay,15,9.0,clean,3011
essay_grading,essay_b,student,age_young,essay,17,8.5,clean,2968
essay_grading,essay_b,student,age_young,essay,19,8.5,clean,2533
essay_grading,essay_b,student,age_young,essay,18,9.0,clean,2494
essay_grading,essay_b,student,bare,essay,0,8.5,clean,2155
essay_grading,essay_b,student,bare,essay,1,8.5,clean,2243
essay_grading,essay_b,student,bare,essay,2,8.0,clean,2072
essay_grading,essay_b,student,bare,essay,3,8.0,clean,2361
essay_grading,essay_b,student,bare,essay,4,8.0,clean,2591
essay_grading,essay_b,student,bare,essay,8,8.0,clean,1837
essay_grading,essay_b,student,bare,essay,7,8.0,clean,2068
essay_grading,essay_b,student,bare,essay,9,8.0,clean,1875
essay_grading,essay_b,student,bare,essay,6,8.0,clean,2189
essay_grading,essay_b,student,bare,essay,12,8.0,clean,1804
essay_grading,essay_b,student,bare,essay,11,8.0,clean,1884
essay_grading,essay_b,student,bare,essay,5,8.0,clean,2445
essay_grading,essay_b,student,bare,essay,10,8.0,clean,2330
essay_grading,essay_b,student,bare,essay,13,8.5,clean,2333
essay_grading,essay_b,student,bare,essay,16,8.0,clean,2238
essay_grading,essay_b,student,bare,essay,17,8.0,clean,2203
essay_grading,essay_b,student,bare,essay,14,8.0,clean,2450
essay_grading,essay_b,student,bare,essay,19,8.0,clean,1961
essay_grading,essay_b,student,bare,essay,18,8.0,clean,2410
essay_grading,essay_b,student,bare,essay,15,8.0,clean,2385
essay_grading,essay_b,student,effort_deadline,essay,1,8.0,clean,1806
essay_grading,essay_b,student,effort_deadline,essay,5,8.0,clean,1729
essay_grading,essay_b,student,effort_deadline,essay,2,7.5,clean,2203
essay_grading,essay_b,student,effort_deadline,essay,7,8.0,clean,1727
essay_grading,essay_b,student,effort_deadline,essay,0,8.0,clean,2528
essay_grading,essay_b,student,effort_deadline,essay,6,7.5,ambiguous_multiple_numbers,2348
essay_grading,essay_b,student,effort_deadline,essay,4,7.0,clean,2351
essay_grading,essay_b,student,effort_deadline,essay,9,8.0,clean,1906
essay_grading,essay_b,student,effort_deadline,essay,8,8.0,clean,1907
essay_grading,essay_b,student,effort_deadline,essay,3,7.5,clean,2477
essay_grading,essay_b,student,effort_deadline,essay,11,8.0,clean,1960
essay_grading,essay_b,student,effort_deadline,essay,10,8.0,clean,2099
essay_grading,essay_b,student,effort_deadline,essay,13,8.0,clean,2360
essay_grading,essay_b,student,effort_deadline,essay,12,8.0,clean,2160
essay_grading,essay_b,student,effort_deadline,essay,15,8.0,clean,2087
essay_grading,essay_b,student,effort_deadline,essay,16,7.5,clean,2430
essay_grading,essay_b,student,effort_deadline,essay,14,8.0,clean,2337
essay_grading,essay_b,student,effort_deadline,essay,17,8.0,clean,2404
essay_grading,essay_b,student,effort_deadline,essay,18,8.0,clean,2671
